0,0	-0,33126
2,0	-0,33322
4,0	-0,33410
6,0	-0,33463
8,0	-0,33527
10,0	-0,33614
12,0	-0,33563
14,0	-0,33306
16,0	-0,33439
18,0	-0,33572
20,0	-0,33356
22,0	-0,33283
24,0	-0,33392
26,0	-0,33561
28,0	-0,33718
30,0	-0,33653
32,0	-0,33588
34,0	-0,33684
36,0	-0,33743
38,0	-0,33927
40,0	-0,33842
42,0	-0,33846
44,0	-0,34026
46,0	-0,34296
48,0	-0,34368
50,0	-0,34328
52,0	-0,34460
54,0	-0,34526
56,0	-0,34563
58,0	-0,34659
60,0	-0,34672
62,0	-0,34546
64,0	-0,34469
66,0	-0,34402
68,0	-0,34110
70,0	-0,34154
72,0	-0,34289
74,0	-0,34420
76,0	-0,34483
78,0	-0,34551
80,0	-0,34574
82,0	-0,34422
84,0	-0,34231
86,0	-0,34193
88,0	-0,34409
90,0	-0,34593
92,0	-0,34429
94,0	-0,34226
96,0	-0,34087
98,0	-0,33922
100,0	-0,33927
102,0	-0,34134
104,0	-0,34508
106,0	-0,34560
108,0	-0,34417
110,0	-0,34250
112,0	-0,34114
114,0	-0,34154
116,0	-0,34033
118,0	-0,34145
120,0	-0,34253
122,0	-0,34129
124,0	-0,33948
126,0	-0,33851
128,0	-0,33745
130,0	-0,33671
132,0	-0,33804
134,0	-0,33934
136,0	-0,33946
138,0	-0,33817
140,0	-0,33786
142,0	-0,33972
144,0	-0,34125
146,0	-0,34202
148,0	-0,34152
150,0	-0,34117
152,0	-0,33977
154,0	-0,33995
156,0	-0,34146
158,0	-0,34366
160,0	-0,34292
162,0	-0,34199
164,0	-0,34040
166,0	-0,33999
168,0	-0,34248
170,0	-0,34339
172,0	-0,34293
174,0	-0,34076
176,0	-0,33941
178,0	-0,33878
180,0	-0,33897
182,0	-0,33952
184,0	-0,33847
186,0	-0,33774
188,0	-0,33765
190,0	-0,33837
192,0	-0,34161
194,0	-0,34065
196,0	-0,34010
198,0	-0,34100
200,0	-0,34101
202,0	-0,34007
204,0	-0,34193
206,0	-0,34243
208,0	-0,34013
210,0	-0,33925
212,0	-0,33932
214,0	-0,34273
216,0	-0,34283
218,0	-0,34211
220,0	-0,34218
222,0	-0,34163
224,0	-0,34139
226,0	-0,34236
228,0	-0,34397
230,0	-0,34451
232,0	-0,34355
234,0	-0,34384
236,0	-0,34239
238,0	-0,34056
240,0	-0,33856
242,0	-0,33686
244,0	-0,33737
246,0	-0,33730
248,0	-0,33723
250,0	-0,33824
252,0	-0,33780
254,0	-0,33703
256,0	-0,33544
258,0	-0,33348
260,0	-0,33083
262,0	-0,32976
264,0	-0,33018
266,0	-0,33063
268,0	-0,32912
270,0	-0,32978
272,0	-0,33296
274,0	-0,33602
276,0	-0,33156
278,0	-0,32974
280,0	-0,32885
282,0	-0,33041
284,0	-0,32953
286,0	-0,32831
288,0	-0,32703
290,0	-0,32820
292,0	-0,32888
294,0	-0,32909
296,0	-0,33122
298,0	-0,33423
300,0	-0,33629
302,0	-0,33727
304,0	-0,34026
306,0	-0,34254
308,0	-0,34359
310,0	-0,34451
312,0	-0,34509
314,0	-0,34681
316,0	-0,34780
318,0	-0,34787
320,0	-0,34995
322,0	-0,35151
324,0	-0,35193
326,0	-0,35118
328,0	-0,35166
330,0	-0,35331
332,0	-0,35555
