3,0	460,0
3,1	432,0
3,2	318,0
3,3	227,0
3,4	171,0
3,5	116,0
3,6	76,0
3,7	57,0
3,8	49,0
3,9	43,0
4,0	37,0
4,1	36,0
4,2	35,0
4,3	30,0
4,4	33,0
4,5	30,0
4,6	32,0
4,7	30,0
4,8	37,0
4,9	42,0
5,0	45,0
5,1	52,0
5,2	57,0
5,3	70,0
5,4	80,0
5,5	77,0
5,6	78,0
5,7	80,0
5,8	88,0
5,9	85,0
6,0	84,0
6,1	99,0
6,2	94,0
6,3	108,0
6,4	124,0
6,5	126,0
6,6	132,0
6,7	129,0
6,8	152,0
6,9	167,0
7,0	162,0
7,1	207,0
7,2	270,0
7,3	302,0
7,4	350,0
7,5	330,0
7,6	398,0
7,7	524,0
7,8	410,0
7,9	168,0
8,0	153,0
8,1	150,0
8,2	154,0
8,3	160,0
8,4	155,0
8,5	167,0
8,6	160,0
8,7	163,0
8,8	162,0
8,9	160,0
9,0	149,0
9,1	156,0
9,2	163,0
9,3	160,0
9,4	174,0
9,5	172,0
9,6	182,0
9,7	164,0
9,8	177,0
9,9	163,0
10,0	151,0
10,1	164,0
10,2	154,0
10,3	156,0
10,4	148,0
10,5	142,0
10,6	150,0
10,7	148,0
