3,0	945,0
3,1	759,0
3,2	526,0
3,3	353,0
3,4	270,0
3,5	194,0
3,6	162,0
3,7	117,0
3,8	110,0
3,9	122,0
4,0	97,0
4,1	102,0
4,2	100,0
4,3	101,0
4,4	101,0
4,5	111,0
4,6	128,0
4,7	136,0
4,8	150,0
4,9	165,0
5,0	161,0
5,1	160,0
5,2	154,0
5,3	162,0
5,4	155,0
5,5	154,0
5,6	149,0
5,7	144,0
5,8	145,0
5,9	141,0
6,0	141,0
6,1	148,0
6,2	153,0
6,3	173,0
6,4	193,0
6,5	200,0
6,6	218,0
6,7	210,0
6,8	234,0
6,9	289,0
7,0	277,0
7,1	342,0
7,2	448,0
7,3	508,0
7,4	601,0
7,5	611,0
7,6	679,0
7,7	937,0
7,8	797,0
7,9	252,0
8,0	215,0
8,1	216,0
8,2	216,0
8,3	234,0
8,4	234,0
8,5	238,0
8,6	244,0
8,7	252,0
8,8	239,0
8,9	229,0
9,0	242,0
9,1	257,0
9,2	261,0
9,3	250,0
9,4	260,0
9,5	264,0
9,6	257,0
9,7	249,0
9,8	242,0
9,9	251,0
10,0	228,0
10,1	230,0
10,2	219,0
10,3	208,0
10,4	224,0
10,5	205,0
10,6	205,0
10,7	206,0
10,8	190,0
10,9	198,0
11,0	196,0
11,1	202,0
11,2	203,0
11,3	201,0
11,4	187,0
11,5	192,0
11,6	181,0
11,7	182,0
11,8	195,0
11,9	185,0
12,0	184,0
12,1	183,0
12,2	179,0
12,3	185,0
12,4	180,0
12,5	181,0
12,6	171,0
12,7	181,0
12,8	175,0
12,9	179,0
13,0	166,0
13,1	198,0
13,2	221,0
13,3	260,0
13,4	343,0
13,5	304,0
13,6	202,0
13,7	171,0
13,8	172,0
13,9	156,0
14,0	158,0
14,1	150,0
14,2	154,0
14,3	156,0
14,4	165,0
14,5	173,0
14,6	179,0
14,7	200,0
14,8	202,0
14,9	398,0
15,0	785,0
15,1	856,0
15,2	481,0
15,3	240,0
15,4	159,0
15,5	134,0
15,6	130,0
15,7	128,0
15,8	119,0
15,9	120,0
16,0	110,0
16,1	115,0
16,2	106,0
16,3	113,0
16,4	116,0
16,5	105,0
16,6	107,0
16,7	98,0
16,8	102,0
16,9	93,0
17,0	103,0
17,1	96,0
17,2	86,0
17,3	87,0
17,4	92,0
17,5	77,0
17,6	79,0
17,7	84,0
17,8	82,0
17,9	77,0
18,0	80,0
18,1	81,0
18,2	76,0
18,3	85,0
18,4	74,0
18,5	82,0
18,6	65,0
18,7	63,0
18,8	72,0
18,9	73,0
19,0	75,0
19,1	63,0
19,2	61,0
19,3	71,0
19,4	66,0
19,5	63,0
19,6	66,0
19,7	68,0
19,8	63,0
19,9	68,0
20,0	81,0
20,1	98,0
20,2	76,0
20,3	65,0
20,4	53,0
20,5	53,0
20,6	51,0
20,7	51,0
20,8	49,0
20,9	48,0
21,0	51,0
21,1	48,0
21,2	46,0
21,3	50,0
21,4	50,0
21,5	47,0
21,6	56,0
21,7	47,0
21,8	50,0
21,9	48,0
22,0	47,0
22,1	56,0
22,2	56,0
22,3	57,0
22,4	60,0
22,5	121,0
22,6	202,0
22,7	207,0
22,8	157,0
22,9	77,0
23,0	58,0
23,1	53,0
23,2	52,0
23,3	44,0
23,4	45,0
23,5	38,0
23,6	41,0
23,7	37,0
23,8	40,0
23,9	44,0
24,0	33,0
24,1	36,0
24,2	36,0
24,3	39,0
24,4	39,0
24,5	42,0
24,6	36,0
24,7	36,0
24,8	36,0
24,9	34,0
25,0	33,0
25,1	33,0
25,2	37,0
25,3	33,0
25,4	34,0
25,5	32,0
25,6	36,0
25,7	31,0
25,8	34,0
25,9	33,0
26,0	32,0
26,1	33,0
26,2	31,0
26,3	33,0
26,4	27,0
26,5	27,0
26,6	31,0
26,7	32,0
26,8	34,0
26,9	35,0
27,0	37,0
27,1	39,0
27,2	31,0
27,3	30,0
27,4	32,0
27,5	29,0
27,6	28,0
27,7	30,0
27,8	28,0
27,9	27,0
28,0	25,0
28,1	29,0
28,2	27,0
28,3	30,0
28,4	24,0
28,5	25,0
28,6	26,0
28,7	28,0
28,8	25,0
28,9	26,0
29,0	26,0
29,1	24,0
29,2	22,0
29,3	26,0
29,4	26,0
29,5	22,0
29,6	25,0
29,7	23,0
29,8	24,0
29,9	24,0
30,0	21,0
30,1	20,0
30,2	24,0
30,3	25,0
30,4	30,0
30,5	34,0
30,6	51,0
30,7	54,0
30,8	48,0
30,9	37,0
31,0	30,0
31,1	23,0
31,2	27,0
31,3	24,0
31,4	19,0
31,5	21,0
31,6	21,0
31,7	20,0
31,8	22,0
31,9	16,0
32,0	17,0
32,1	23,0
32,2	18,0
32,3	18,0
32,4	21,0
32,5	17,0
32,6	21,0
32,7	16,0
32,8	20,0
32,9	20,0
33,0	19,0
33,1	17,0
33,2	18,0
33,3	15,0
33,4	16,0
33,5	16,0
33,6	20,0
33,7	16,0
33,8	15,0
33,9	17,0
34,0	17,0
34,1	17,0
34,2	19,0
34,3	20,0
34,4	18,0
34,5	21,0
34,6	17,0
34,7	16,0
34,8	17,0
34,9	14,0
35,0	13,0
35,1	17,0
35,2	16,0
35,3	14,0
35,4	13,0
35,5	13,0
35,6	14,0
35,7	16,0
35,8	16,0
35,9	16,0
36,0	18,0
36,1	16,0
36,2	13,0
36,3	12,0
36,4	11,0
36,5	13,0
36,6	14,0
36,7	13,0
36,8	14,0
36,9	12,0
37,0	12,0
37,1	13,0
37,2	13,0
37,3	12,0
37,4	13,0
37,5	10,0
37,6	14,0
37,7	13,0
37,8	14,0
37,9	11,0
38,0	13,0
38,1	12,0
38,2	12,0
38,3	13,0
38,4	13,0
38,5	13,0
38,6	12,0
38,7	9,0
38,8	11,0
38,9	15,0
39,0	16,0
39,1	13,0
39,2	14,0
39,3	16,0
39,4	19,0
39,5	18,0
39,6	16,0
39,7	18,0
39,8	14,0
39,9	15,0
40,0	13,0
40,1	13,0
40,2	12,0
40,3	11,0
40,4	12,0
40,5	11,0
40,6	13,0
40,7	10,0
40,8	11,0
40,9	10,0
41,0	13,0
41,1	12,0
41,2	13,0
41,3	11,0
41,4	11,0
41,5	9,0
41,6	8,0
41,7	9,0
41,8	12,0
41,9	11,0
42,0	13,0
42,1	10,0
42,2	11,0
42,3	8,0
42,4	11,0
42,5	10,0
42,6	10,0
42,7	12,0
42,8	10,0
42,9	13,0
43,0	10,0
43,1	10,0
43,2	10,0
43,3	11,0
43,4	10,0
43,5	13,0
43,6	11,0
43,7	10,0
43,8	11,0
43,9	9,0
44,0	10,0
44,1	9,0
44,2	12,0
44,3	11,0
44,4	9,0
44,5	9,0
44,6	9,0
44,7	9,0
44,8	10,0
44,9	10,0
45,0	8,0
