3,0	106,0
3,1	100,0
3,2	78,0
3,3	62,0
3,4	37,0
3,5	23,0
3,6	14,0
3,7	6,0
3,8	3,0
3,9	5,0
4,0	5,0
4,1	2,0
4,2	4,0
4,3	4,0
4,4	5,0
4,5	2,0
4,6	4,0
4,7	3,0
4,8	6,0
4,9	3,0
5,0	4,0
5,1	3,0
5,2	4,0
5,3	4,0
5,4	4,0
5,5	2,0
5,6	2,0
5,7	2,0
5,8	3,0
5,9	3,0
6,0	3,0
6,1	4,0
6,2	5,0
6,3	8,0
6,4	12,0
6,5	13,0
6,6	17,0
6,7	20,0
6,8	20,0
6,9	27,0
7,0	31,0
7,1	31,0
7,2	32,0
7,3	37,0
7,4	47,0
7,5	45,0
7,6	45,0
7,7	55,0
7,8	53,0
7,9	55,0
8,0	57,0
8,1	65,0
8,2	67,0
8,3	72,0
8,4	66,0
8,5	73,0
8,6	75,0
8,7	69,0
8,8	73,0
8,9	71,0
9,0	75,0
9,1	77,0
9,2	80,0
9,3	80,0
9,4	77,0
9,5	77,0
9,6	81,0
9,7	80,0
9,8	80,0
9,9	84,0
10,0	75,0
10,1	76,0
10,2	68,0
10,3	74,0
10,4	62,0
10,5	68,0
10,6	60,0
10,7	73,0
10,8	66,0
10,9	67,0
11,0	62,0
11,1	68,0
11,2	63,0
11,3	62,0
11,4	63,0
11,5	60,0
11,6	63,0
11,7	60,0
11,8	53,0
11,9	52,0
12,0	53,0
12,1	60,0
12,2	52,0
12,3	60,0
12,4	56,0
12,5	51,0
12,6	53,0
12,7	51,0
12,8	54,0
12,9	50,0
13,0	52,0
13,1	51,0
13,2	56,0
13,3	50,0
