MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.6	0.51	0.51	6	NAN	
0.14	0.135	-0.065	-0.065	1.35	NAN	
0.2	0.06	-0.04	-0.04	0.6	NAN	
0.301	0.09	-0.05	-0.05	0.9	NAN	
0.401	0.105	-0.055	-0.055	1.05	NAN	
0.501	0.12	-0.025	-0.025	1.2	NAN	
0.601	0.15	-0.05	-0.05	1.5	NAN	
0.701	0.18	-0.05	-0.05	1.8	NAN	
0.801	0.21	-0.005	-0.005	2.1	NAN	
0.901	0.24	-0.02	-0.02	2.4	NAN	
1.001	0.27	0	0	2.7	NAN	
1.154	0.3	0.29	0.29	3	NAN	
1.201	0.315	0.105	0.105	3.15	NAN	
1.301	0.345	0.25	0.25	3.45	NAN	
1.401	0.375	0.445	0.445	3.75	NAN	
1.501	0.405	0.78	0.78	4.05	NAN	
1.601	0.435	0.96	0.96	4.35	NAN	
1.701	0.465	1.265	1.265	4.65	NAN	
1.801	0.48	1.385	1.385	4.8	NAN	
1.901	0.495	1.585	1.585	4.95	NAN	
2.001	0.525	1.23	1.23	5.25	NAN	
2.152	0.57	0.95	0.95	5.7	NAN	
2.201	0.585	0.565	0.565	5.85	NAN	
2.301	0.615	0.39	0.39	6.15	NAN	
2.401	0.63	0.14	0.14	6.3	NAN	
2.501	0.66	0.1	0.1	6.6	NAN	
2.601	0.69	0.12	0.12	6.9	NAN	
2.701	0.72	0.215	0.215	7.2	NAN	
2.801	0.75	0.485	0.485	7.5	NAN	
2.901	0.765	0.615	0.615	7.65	NAN	
3.001	0.795	0.92	0.92	7.95	NAN	
3.166	0.84	1.3	1.3	8.4	NAN	
3.201	0.84	1.82	1.82	8.4	NAN	
3.301	0.87	2.32	2.32	8.7	NAN	
3.401	0.9	2.585	2.585	9	NAN	
3.501	0.915	3.375	3.375	9.15	NAN	
3.601	0.945	3.865	3.865	9.45	NAN	
3.701	0.975	3.815	3.815	9.75	NAN	
3.801	1.005	3.235	3.235	10.05	NAN	
3.901	1.035	2.305	2.305	10.35	NAN	
4.001	1.05	1.395	1.395	10.5	NAN	
4.18	1.095	0.435	0.435	10.95	NAN	
4.201	1.11	0.4	0.4	11.1	NAN	
4.301	1.14	0.35	0.35	11.4	NAN	
4.401	1.17	0.31	0.31	11.7	NAN	
4.501	1.17	0.545	0.545	11.7	NAN	
4.601	1.2	0.635	0.635	12	NAN	
4.701	1.23	1.115	1.115	12.3	NAN	
4.801	1.26	1.565	1.565	12.6	NAN	
4.901	1.29	2.115	2.115	12.9	NAN	
5.001	1.305	2.85	2.85	13.05	NAN	
5.194	1.365	4.7	4.7	13.65	NAN	
5.209	1.365	4.535	4.535	13.65	NAN	
5.301	1.395	5.155	5.155	13.95	NAN	
5.401	1.425	6	6	14.25	NAN	
5.501	1.44	6.55	6.55	14.4	NAN	
5.601	1.47	6.09	6.09	14.7	NAN	
5.701	1.5	4.96	4.96	15	NAN	
5.801	1.515	3.58	3.58	15.15	NAN	
5.901	1.545	2.27	2.27	15.45	NAN	
6.001	1.56	1.32	1.32	15.6	NAN	
6.208	1.62	0.55	0.55	16.2	NAN	
6.224	1.635	0.35	0.35	16.35	NAN	
6.301	1.65	0.615	0.615	16.5	NAN	
6.401	1.68	0.95	0.95	16.8	NAN	
6.501	1.71	1.285	1.285	17.1	NAN	
6.601	1.725	1.815	1.815	17.25	NAN	
6.701	1.755	2.47	2.47	17.55	NAN	
6.801	1.785	3.235	3.235	17.85	NAN	
6.901	1.815	4.14	4.14	18.15	NAN	
7.001	1.83	5.135	5.135	18.3	NAN	
7.222	1.89	7.54	7.54	18.9	NAN	
7.237	1.89	8.25	8.25	18.9	NAN	
7.301	1.905	8.425	8.425	19.05	NAN	
7.401	1.935	8.89	8.89	19.35	NAN	
7.501	1.95	8.48	8.48	19.5	NAN	
7.601	1.98	7.17	7.17	19.8	NAN	
7.701	2.01	5.39	5.39	20.1	NAN	
7.801	2.04	3.715	3.715	20.4	NAN	
7.901	2.07	2.465	2.465	20.7	NAN	
8.001	2.085	1.585	1.585	20.85	NAN	
8.101	2.115	1.09	1.09	21.15	NAN	
8.252	2.16	1.505	1.505	21.6	NAN	
8.301	2.175	1.2	1.2	21.75	NAN	
8.401	2.19	1.75	1.75	21.9	NAN	
8.501	2.205	2.39	2.39	22.05	NAN	
8.601	2.235	3.265	3.265	22.35	NAN	
8.701	2.265	4.205	4.205	22.65	NAN	
8.801	2.295	5.23	5.23	22.95	NAN	
8.901	2.325	6.445	6.445	23.25	NAN	
9.001	2.34	7.81	7.81	23.4	NAN	
9.101	2.37	9.3	9.3	23.7	NAN	
9.25	2.415	10.245	10.245	24.15	NAN	
9.301	2.43	10.245	10.245	24.3	NAN	
9.401	2.445	10.245	10.245	24.45	NAN	
9.501	2.475	9.9	9.9	24.75	NAN	
9.601	2.505	8.065	8.065	25.05	NAN	
9.701	2.52	6.3	6.3	25.2	NAN	
9.801	2.55	4.495	4.495	25.5	NAN	
9.901	2.565	3.135	3.135	25.65	NAN	
10.001	2.595	2.41	2.41	25.95	NAN	
10.101	2.625	1.915	1.915	26.25	NAN	
10.264	2.67	1.955	1.955	26.7	NAN	
10.301	2.685	2.255	2.255	26.85	NAN	
10.401	2.7	2.83	2.83	27	NAN	
10.501	2.73	3.68	3.68	27.3	NAN	
10.601	2.76	4.68	4.68	27.6	NAN	
10.701	2.79	5.86	5.86	27.9	NAN	
10.801	2.805	7.26	7.26	28.05	NAN	
10.901	2.82	8.755	8.755	28.2	NAN	
11.001	2.85	10.245	10.245	28.5	NAN	
11.101	2.88	10.245	10.245	28.8	NAN	
11.294	2.925	10.245	10.245	29.25	NAN	
11.309	2.925	10.245	10.245	29.25	NAN	
11.401	2.955	10.245	10.245	29.55	NAN	
11.501	2.985	10.245	10.245	29.85	NAN	
11.601	3.015	9.635	9.635	30.15	NAN	
11.701	3.045	7.64	7.64	30.45	NAN	
11.801	3.06	5.905	5.905	30.6	NAN	
11.901	3.09	4.55	4.55	30.9	NAN	
12.001	3.12	3.655	3.655	31.2	NAN	
12.101	3.15	3.25	3.25	31.5	NAN	
12.292	3.18	3.915	3.915	31.8	NAN	
12.306	3.195	3.53	3.53	31.95	NAN	
12.401	3.195	3.36	3.36	31.95	NAN	
12.501	3.195	3.34	3.34	31.95	NAN	
12.601	3.195	3.345	3.345	31.95	NAN	
12.701	3.195	3.44	3.44	31.95	NAN	
12.801	3.195	3.37	3.37	31.95	NAN	
12.901	3.195	3.365	3.365	31.95	NAN	
13.001	3.195	3.34	3.34	31.95	NAN	
13.101	3.195	3.34	3.34	31.95	NAN	
13.322	3.195	3.235	3.235	31.95	NAN	
13.336	3.195	3.85	3.85	31.95	NAN	
13.401	3.195	3.33	3.33	31.95	NAN	
